symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list
LUPIN,Lupin Limited,INE326A01037,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,LUPIN LTD,46.89,1.53,1.25,0.0,0.0,0.0,0.0,45.36,0.0,0.0,0.01,False,,,,"Manju D Gupta (As a Trustee of Gupta Family Trust)|Lupin Investments Private Limited|Vinita Gupta|Richa Gupta|Anuja Gupta|Veda Nilesh Gupta|Shefali Nath Gupta|Nilesh Gupta|Neel Deshbandhu Gupta|Manju D Gupta|Kavita Gupta|D B Gupta HUF (Nilesh Deshbandhu Gupta, Karta of HUF)"
M&M,Mahindra & Mahindra Limited,INE101A01026,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Mahindra(Mahindra)],TP,True,Owner,MAHINDRA & MAHINDRA LTD,18.44,0.63,0.5,0.05,0.0,0.0,0.0,17.85,0.0,0.0,0.07,False,,,,"Zeppelin Investments Private Limited|Yuthica Mahindra Family Trust (Uma Malhotra, Leena Labroo & Yuthica Mahindra- Trustees)|The Indian and Eastern Engineer Company Private Limited|TestData Technologies Private Limited|THE MOTWANE MANUFACTURING COMPANY PRIVATE LIMITED|Sukhalay Homestays|SUELVE KHANDELWAL FAMILY TRUST|SCLPT & MOVE Private Limited|RAMPRASAD KHANDELWAL TRUST|RAMPRASAD KHANDELWAL MEMORIAL TRUST|R S Estates Pvt. Ltd|Pro Sport Network LLP|Platanista Games Private Limited|Phi Corporate Solutions LLP|PSL MEDIA and COMMUNICATIONS LIMITED|PRUDENTIAL MANAGEMENT & SERVICES PRIVATE LIMITED|PREMNATH KHANDELWAL HUF|OFFICEMART INDIA.COM LIMITED|Niana (Partnership Firm)|Nagpur Power & Industries Limited|Naandi Community Water Services (Private) Limited|Motwane Digital Private Limited|Motwane Building Systems Private Limited|Mashal Sports Pvt. Ltd|Mahindra Family Trust - I (Anuradha Mahindra - Trustee)|MAHINDRA & MAHINDRA CONTECH LIMITED|M&M BENEFIT TRUST (Anand Mahindra & Ranjan Pant -Trustees)|LATESTLY MEDIA PRIVATE LIMITED|LANS Business LLP|LAN Estates Private Limited|KEMA SERVICES INTERNATIONAL PVT LTD|Informed Technologies India Limited|IN10 Media Private Limited|I E Marketing Private Limited|Gotham Park Projects LLP|Goolestan Investments Private Limited (GIPL)|GEETA GAUTAM FAMILY TRUST|GAUTAM KHANDELWAL HUF|GAUTAM KHANDELWAL FAMILY TRUST|Essel Marketing Private Limited|Epic Company Private Limited|Entecres Labs Private Limited|Ekatra Hospitality Ventures Private Limited (EHVPL)|EMPIRE PRODUCTS LIMITED|Docubay Media Private Limited|DRA Smart City LLP|Cinestaan Entertainment Private Limited (CEPL)|CINESTAAN FILM COMPANY PRIVATE LIMITED (CFCPL)|Bayside Sports (India) Private Limited|Araku Originals Private Limited|Anand Mahindra Family Trust (Anand Gopal Mahindra and Anuradha Mahindra - Trustees)|Midtown Manor LLC|Markz Hospitality Inc. (MHI)|Deeya Concept|ARAKU GLOBAL HOLDINGS, SA|78 AD LLC|YUTHICA KESHUB MAHINDRA|SABRINA GALINEY|RINKU VARDE|JUSTIN GALINEY|CHETAN VARDE*|UMA R MALHOTRA|SANJAY MOHAN LABROO|RADHIKA NATH|Preeti Khandelwal|NISHEETA LABROO|MARTHAND SINGH MAHINDRA|LEENA S LABROO|KABIR MALHOTRA|Geeta Premnath Khandelwal|GAUTAM P KHANDELWAL|DIVYA ANAND MAHINDRA|DHRUV S SHARMA|DEVESHWAR JAGAT SHARMA|DEEPAK VARDE@|ANURADHA MAHINDRA|ANUJA P SHARMA|ANJALI MALHOTRA|ANJALI K MAHINDRA|ANEESHA LABROO|ANAND GOPAL MAHINDRA|AALIKA NISHITA MAHINDRA"
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Jindal(Jindal)],TP,True,Owner,MAHARASHTRA SEAMLESS LTD,70.28,5.42,5.42,0.0,0.0,0.0,0.0,64.86,0.0,0.0,0.0,False,,,,SWOT TRADING AND SERVICES LLP|SUDHA APPARELS LIMITED|STABLE TRADING CO LIMITED|ODD & EVEN TRADES & FINANCE LIMITED|JINDAL GLOBAL FINANCE AND INVESTMENT LTD|HARYANA CAPFIN LIMITED|GLOBAL JINDAL FIN INVEST LTD|FLAKT DEALCOMM LIMITED|BRAHMADEV HOLDING AND TRADING LTD|AMRUIT PROMOTERS AND FINANCE LLP|SHRUTI RAGHAV JINDAL|SHREEPRIYA JINDAL|SHREEJA JINDAL|SAVITA  JINDAL|SAKET JINDAL HUF|SAKET  JINDAL|RAGHAV JINDAL HUF|RAGHAV  JINDAL|RACHNA JINDAL|DHARAM PAL JINDAL AND SONS HUF|DHARAM PAL JINDAL|DEVANSHI  JINDAL
MANAPPURAM,Manappuram Finance Limited,INE522D01027,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MANAPPURAM FINANCE LTD,31.77,31.78,31.77,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Sushama Nandakumar|Suhas Nandan|Sooraj Nandan|Shelly Ekalavian|Nandakumar V P|Jyothy Prasannan|Dr Sumitha Nandan
MANINFRA,Man Infraconstruction Limited,INE949H01023,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MAN INFRACONSTRUCTION LTD,62.44,54.7,44.44,1.59,0.0,0.0,0.0,9.32,0.0,0.0,0.0,False,,,,Purvi Manish Shah|Manan Parag Shah|Dhruvi Manan Shah|Arhan Manan Shah|Vatsal Parag Shah|Parag Kishor Shah|Mansi Parag Shah|Berjis Minoo Desai
MANKIND,Mankind Pharma Limited,INE634S01028,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MANKIND PHARMA LTD,72.66,18.15,18.15,0.0,0.0,0.0,0.0,54.51,0.0,0.0,0.0,False,,,,"Wellspur Foundation|Virmish Enterprises Private Limited|Twin Roots Ventures LLP|Teen Murti Products Private Limited|Star Infra Developers Private Limited|Salute Bestochem Private Limited|Saburi Sai Ram Buildtech Private Limited|Saburi Projects LLP|Saburi Enterprises LLP|Saburi Consultants Private Limited|Rotokind Technologies|Rashmi Exports Private Limited|Rashi Apparels Private Limited|Ramesh Juneja Family Trust (Held in the name of Ramesh Juneja, Managing Trustee)|Rajeev Juneja Family Trust (Held in the name of Rajeev Juneja, Managing Trustee)|RPJ Trustee Private Limited|RCJ Advisors Private Limited|Quality Bestochem Formulations Private Limited|Printman|Prem Sheetal Family Trust (Held in the name of Arora Family Private Limited, Trustee)|Petal Pharma Private Limited|Pathkind Diagnostics Private Limited|Paonta Process Equipments|PP & A COMBINES LLP|Om Sai Pharma Pack|Nextwave India Private Limited|Mankind Drugs Private Limited|Mankind Biotech Private Limited|Luxor Metaltec (India) Private Limited|J & A Partners|Intercity Corporate Towers LLP|Gyan Infrastructure Company Private Limited|G.A. Davai India Private Limited|Casablanca Securities Private Limited|Casablanca Pharma Pte Ltd|Casablanca Pharma Private Limited|Casablanca Lifesciences LLP|Biovein Innovative Solutions Private Limited|Bigbrother Nutra Care Private Limited|Bestochem Formulations (India) Limited|Besto Herbs Private Limited|Beckon Realestate Developers Private Limited|Arora Family Pvt Ltd|Appian Projects LLP|Appian Multiventures Private Limited (formerly known as Mankind Biosys Private Limited)|Appian Buildwell LLP|Appian Buildrise LLP|Appian Buildheights LLP|Appian Associates Infrastructure Private  Limited|Alankrit Handicrafts Private Limited|Acche Karam Hospitality LLP|ANM Properties Private Limited|ANM Holdings Pte Ltd|AJS Properties|ACE Overseas Ventures|A to Z Packers|Yogi Raj Vij|Viralika Arora|Sanjay Madan|SHEETAL ARORA|Rekha Vij|Rajeev Mohan Agarwal|Rajeev Juneja and Sons HUF (Rajeev Juneja - Karta)|RIA CHOPRA JUNEJA|RAMESH JUNEJA|RAJEEV JUNEJA|R C Juneja And Sons HUF (Ramesh Juneja- Karta)|Prem Kumar Arora|Prabha Arora|PUSHPA RANI AGGARWAL|PUJA JUNEJA|POONAM JUNEJA|Nidhi Arora|Mohit Vij|MISHKA  ARORA|Kusum Lata Dua|Greesh Kumar Juneja|Geeta Agarwal|Gautam Madan|Esha Arora Tewari|EKLAVYA JUNEJA|CHANAKYA JUNEJA|Ashok Kumar|Asha Madan|AYUSHI JUNEJA SIKRI|ARJUN JUNEJA"
MARICO,Marico Limited,INE196A01026,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MARICO LTD,58.93,57.61,57.52,0.08,0.01,0.0,0.0,1.41,0.0,0.0,0.0,False,,,,Sharrp Ventures Capital Private Limited (Formerly The Bombay Oil Private Limited)|Harsh Mariwala Enterprises LLP|Vibhav R Mariwala|Preeti Gautam Shah|Yogesh Jaikishan Panchal|Taarika Rajen Mariwala|Rishabh Mariwala with Priyanjali Mariwala For Valour Trust|Rishabh H Mariwala|Rishabh  Mariwala with Priyanjali  Mariwala For Valley of Light Trust|Ravindra K Mariwala|Rajvi H Mariwala|Rajen K Mariwala|Priyanjali Mariwala|Pranav Chirayu Amin with Barkha Pranav Amin for Gallup Trust|Paula R Mariwala|Pallavi Jaikishan Panchal|Naintara Shaunak Amin|Malika Chirayu Amin|Late Kishore V Mariwala for Vibhav Trust|Late Kishore V Mariwala for Taarika Trust|Late Kishore V Mariwala for Arnav Trust|Late Kishore V Mariwala for Anandita Trust|Inaaya Shaunak Amin|Hema K Mariwala|Harsh C Mariwala with Late Kishore V Mariwala for Valentine Family Trust|Harsh C Mariwala with Late Kishore V Mariwala for Taurus Family Trust|Harsh C Mariwala with Late Kishore V Mariwala for Gemini Family Trust|Harsh C Mariwala with Late Kishore V Mariwala for Aquarius Family Trust|Harsh C Mariwala|Chaitanya Jaikishan Panchal|Archana H Mariwala|Anjali R Mariwala|Anandita Arjun Kothari
MASTEK,Mastek Limited,INE759A01021,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MASTEK LTD,35.77,40.34,17.57,9.4,0.0,0.0,0.0,4.84,0.0,0.0,0.0,False,,,,RAM FAMILY TRUST I (through Trustee-sole beneficiary Mrs. Girija Ram)|HI5 YOUTH FOUNDATION|VARUN SUNDAR|USHA SUNDAR|TANAY K MEHTA|SUNDAR RADHAKRISHNAN|SHANKAR SUNDAR|SAMVITHA SUDHAKAR RAM|RUPA KETAN MEHTA|KETAN MEHTA|PADMA DESAI|GIRIJA RAM|CHINMAY ASHANK DESAI|ASHANK DATTA DESAI|UMMED SINGH NAHATA|UMANG TEJKARAN NAHATA
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MAX HEALTHCARE INSTITUTE LTD,23.72,23.75,23.72,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Soi Foundation|Radiant Life Care Private Limited|Radiant Life Care Foundation|Neo Legno Products Private Limited|Neo Legno Consultants Private Limited|Halcyon Enterprises Private Limited|Devshan International LLP|Infrahealth Pte. Ltd.|Veena Bhatnagar|Taruna Soi|Devina Soi|Bulbul Soi|Anil Kumar Bhatnagar|Akhil Sarup Bhatnagar|Aeshani Soi|Aditya Soi|Abhay Soi
MEDANTA,Global Health Limited,INE474Q01031,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Bajaj(Bajaj)],TP,True,Owner,GLOBAL HEALTH LTD/INDIA,33.01,43.85,33.01,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,"World Media Services Private Limited|World Media Private Limited|Wah India Private Limited|Thomson Press India Private Limited|Shrumps Real Estates Limited|Shonan and Raoul Bajaj Family TRUST|SM Family Trust|S S Family Trust|S H Family Trust|S A Family Trust|RKM FAMILY TRUST|Naresh Trehan Family Trust|NTM Family Trust|Metamorphosis Learning Private Limited|Medanta Institute of Education and Research|Medanta Foundation - Poor and Needy Patients Welfare Trust|Living Media India Limited|Law Chambers of Kapur & Trehan|Intaglio Press Private Limited|Insaniyat|IFANFLEX Private Limited|IFAN Global India Private Limited|Evergreen Securities Private Limited|Afsan Health Resort Private Limited|Wonderdog Holdings, LLC|IFAN Global, Inc.|Mandira purie Fawcett|Shyel Trehan|Shonan Trehan|Neena Malhotra|Naveen Trehan|Naresh Trehan HUF|Naresh Trehan|Madhu Trehan|Aroon Purie|Sunil Sachdeva"
METROBRAND,Metro Brands Limited,INE317I01021,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,METRO BRANDS LTD,71.8,10.35,7.29,0.01,0.07,0.0,0.0,61.53,0.0,0.0,0.0,False,,,,Zia Malik Family Trust (Trustee - Rafique Abdul Malik)|Zarah Malik Family Trust (Trustee - Rafique Abdul Malik)|Sabina Malik Family Trust (Trustee - Rafique Abdul Malik)|Rafique Malik Family Trust (Trustee - Farah Malik Bhanji)|Farah Malik Family Trust (Trustee - Rafique Abdul Malik)|Aziza Malik Family Trust (Trustee - Farah Malik Bhanji)|ZARAH RAFIQUE MALIK|SABINA MALIK HADI|RUKSHANA KURBANALI JAVERI|ZIA MALIK LALJI|SULEIMAN SADRUDIN BHANJI|RAFIQUE ABDUL MALIK|MUMTAZ JAFFER|FARAH MALIK BHANJI|AZIZA RAFIQUE MALIK|ALISHA RAFIQUE MALIK
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Bajaj(Bajaj)],TP,True,Owner,METROPOLIS HEALTHCARE LTD,48.87,0.42,0.35,0.0,0.07,0.0,0.0,48.51,0.0,0.0,0.0,False,,,,Sushil Shah Family Trust (Sushil Kanubhai Shah & Duru Sushil Shah)|Sretan Luxury Project Five LLP|Nexus Nextgen Works LLP|Metz Advisory LLP|Metropolis Laboratory|Metropolis Health Products Retail Private Limited|KRD Partnership|Jaldhaara Foundation|G&L Advisory LLP|Duru Sushil Shah|Duru Shah Family Trust (Duru Sushil Shah & Sushil Kanubhai Shah)|Devi Developers Private Limited|Chogori Retail Private Limited|Chogori Distribution Private Limited|Better Options|Shakun Nagdev|Ratan Bajaj|Kamal Sheth|Aparna Rajadhyaksha|Sushil Shah HUF (Sushil Kanubhai Shah)|Sushil Kanubhai Shah|Sudesh Sachdev|Nandi Shah Sachdev|Mayur Shah|Lata Sachdev|Karma Shah Sachdev|Jahaan Shah Sachdev|Hemant Sachdev|Geetika Advani|Ameera Sushil Shah|Amar Bajaj
MINDACORP,Minda Corporation Limited,INE842C01021,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MINDA CORP LTD,64.84,48.22,48.16,0.06,0.0,0.0,0.0,16.68,0.0,0.0,0.0,False,,,,"YOJANA MANAGEMENT TECH PRIVATE LTD.|YOGENDRA ENGINEERING|YA AUTO INDUSTRIES|WHITELINE BARTER LIMITED|UZMINDA LLP|UNOMINDA EV SYSTEMS PRIVATE LIMITED|UNO MINDARIKA PRIVATE LIMITED|UNO MINDA TACHI-S SEATING PRIVATE LIMITED|UNO MINDA KYORAKU LIMITED|UNO MINDA KATOLEC ELECTRONICS SERVICES PRIVATE LIMITED|UNO MINDA D-TEN INDIA PRIVATE LIMITED|UNO MINDA BUEHLER MOTOR PRIVATE LIMITED|UNO MINDA AUTO TECHNOLOGIES PRIVATE LIMITED|UNO MINDA AUTO SYSTEMS PRIVATE LIMITED|UNO MINDA AUTO INNOVATIONS PRIVATE LIMITED|Toyoda Gosei South India Private Limited|TOYODA GOSEI UNO MINDA INDIA PRIVATE LIMITED|TOKAI RIKA MINDA INDIA PRIVATE LIMITED|SUMAN NIRMAL MINDA FOUNDATION|STRONGSUN RENEWABLES PRIVATE LIMITED|SAMAIRA ENGINEERING|S.M. AUTO INDUSTRIES|ROKI UNO MINDA COMPANY PRIVATE LIMITED|PARMATMA INDIA PRIVATE LIMITED|P&P MANAGEMENT|MOGA DEVI CHARITABLE TRUST|MITIL Polymer Private Limited|MINDA WESTPORT TECHNOLOGIES LIMITED|MINDA TTE DAPS PRIVATE LIMITED (UNDER LIQUIDATION)|MINDA STORAGE BATTERIES PRIVATE LIMITED|MINDA SPECTURM ADVISORY LIMITED|MINDA SPECTRUM ADVISORY LIMITED|MINDA ONKYO INDIA PRIVATE LIMITED|MINDA NEXGENTECH LIMITED|MINDA NEW ENERGY SYSTEM PRIVATE LIMITED|MINDA NABTESCO AUTOMOTIVE PRIVATE LIMITED|MINDA MINDPRO LIMITED|MINDA INTERNATIONAL LIMITED|MINDA INDUSTRIES (FIRM)|MINDA FINANCE LIMITED|MINDA CAPITAL PRIVATE LIMITED|MI TORICA INDIA PRIVATE LIMITED|KHUSHBOO REAL ESTATES PRIVATE LIMITED|GRACIOUS GETAWAYS PRIVATE LIMITED|DENSO TEN UNO MINDA INDIA PRIVATE LIMITED|CSE DAKSHINA SOLAR PRIVATE LIMITED|BAR INVESTMENTS & FINANCE PVT. LTD.|AUTO COMPONENTS|ALCHEMIST INVESTMENT FZCO|Uno Minda Systems Gmbh (ISYS Germany)|Uno Minda Europe Gmbh (Delvis Gmbh)|Uno Minda Auto Spare Parts & Components Trading LLC|SAM Global PTE LTD|Rinder Riducco, S.A.S. Columbia|PT Minda Asean Automotive|Minda Korea Co. Ltd|Minda Industries Vietnam Company Limited|Light & System Technical Centre, S.L. Spain|GLOBAL Mazinkert S.L. Madrid|Creat Gmbh|Clarton Horn, Spain|Clarton Horn, Signalakustik Gmbh (Under Liquidation)|Clarton Horn, Mexico S DE RL DE CV|CREAT Czech s.r.o.|Almighty International Pte ltd|SHEKHAR AGARWAL|SHALU GUPTA|SARIKA MINDA|REKHA BANSAL|NIRMAL K. MINDA|MEGHA BATRA|KANIKA MINDA|DIVYAA GUPTA|BIMLA DEVI AGARWAL|ASHOK MINDA|AAKASH MINDA"
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,SAMVARDHANA MOTHERSON INTERN,48.6,13.57,0.54,0.01,0.0,0.0,0.0,26.78,8.26,8.26,0.0,False,,,,"VAAMAN AUTO INDUSTRY|Sehgal Family Trust (Shri Sehgals Trustee Company Private Limited, Trustee)|SPIRITED MOTOR VEHICLES LIMITED|SPIRITED AUTO CARS (I) LIMITED|SOUTHCITY MOTORS PRIVATE LIMITED|SIS-BRO MOTOR & WORKSHOP PVT. LTD.|SALO TECH MOTHERSON SOLAR ENERGY INDIA PVT. LTD.|Renu Sehgal Trust (1. Shri Sehgals Family Trustee Company Private Limited, Trustee; 2. Ms. Geeta Soni jointly with Mr. Laksh Vaaman Sehgal, Trustees)|RENU FARMS PRIVATE LIMITED|NIRVANA NICHE PRODUCTS PRIVATE LIMITED|MOTHERSON LEASE SOLUTION LIMITED|MOTHERSON INNOVATIVE TECHNOLOGY & RESEARCH|MOTHERSON ENGINEERING RESEARCH AND INTEGRATED TECH|MOTHERSON AUTO LIMITED|MOTHERSON|MOON MEADOWS PRIVATE LIMITED|GANPATI AUTO INDUSTRIES|FDO HOLDINGS PRIVATE LIMITED|ADVANTEDGE TECHNOLOGY PARTNERS PVT. LTD.|ADVANTEDGE INCUBATORS PRIVATE LIMITED|Vaanya Agro GmbH (formerly Nievana Foods GmbH)|SON GROWS SYSTEM LIMITED|SON GROWN MATERIAL FOODS TRADING L.L.C.|RADHA RANI HOLDINGS PTE LTD|EDCOL GLOBAL PTE LTD|BOH PTE. LTD|BOH LLC|ATAR MAURITIUS PRIVATE LIMITED|ADVANCE TECHNOLOGIES AND AUTOMOTIVE RESOURCES PTE|A BASIC CONCEPTS DESIGN PTY LIMITED|MS. VIDHI SEHGAL|MR. VIVEK CHAAND SEHGAL|MR. LAKSH VAAMAN SEHGAL|MASTER SIDDH VAASAV SEHGAL|MASTER KUSHAAN SAMARTH SEHGAL|MASTER GANAN YUVAAN SEHGAL|MS. SAMRIDDHI SEHGAL|MRS. NILU MEHRA|MRS. GEETA SONI|MR. ARVIND SONI"
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MOTILAL OSWAL FINANCIAL SERV,67.62,29.96,23.39,6.49,0.08,0.0,0.0,44.23,0.0,0.0,0.0,False,,,,Vinay Agrawal|Vimla Motilal Oswal|Vedika Vaibhav Agrawal|Vaibhav Raamdeo Agrawal|Suneeta Raamdeo Agrawal|Suman Agrawal|Sukhdeo Ramgopal Agarawal|Satish Agrawal|Rajendra Gopilal Oswal|Raamdeo Agarwal Huf|Pratiksha Pratik Mehta|Pratik Ranjit Mehta|Pratik Motilal Oswal|Osag Enterprises LLP|Natasha Aniruddha Malpani|Motilal Oswal Foundation|Motilal Oswal Family Trust|Motilal Gopilal Oswal-Huf|Late Vimala Devi|Karoon Ramgopal Agarawal|Javerilal Oswal|Govind Deo Agarawal|Dhairya Agrawal|Ansi Oswal|Anita Agrawal|Anand Agarwal|Raamdeo Ramgopal Agrawal|Motilal Gopilal Oswal|Rajat Rajgarhia|Navin Agarwal
MRF,MRF Limited,INE883A01011,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MRF LTD,27.77,12.74,11.54,0.0,0.0,0.0,0.0,15.03,0.0,0.0,0.0,False,,,,THE MALAYALA MANORAMA COMPANY LIMITED|STABLE INVESTMENTS AND FINANCE COMPANY LTD|PENINSULAR INVESTMENTS PRIVATE LIMITED|MAMMEN MAPPILLAI INVESTMENTS LTD|M.M.PUBLICATIONS LIMITED|M M HOUSING PRIVATE LIMITED|JCEE MANUFACTURING AND SERVICES PVT LTD|DEVON MACHINES PVT LTD|COMPREHENSIVE INVESTMENT AND FINANCE COMPANY PVT. LTD.|BRAGA INDUSTRIES LLP|BADRA ESTATES AND INDUSTRIES LIMITED|USHA EAPEN GEORGE|TARA THOMAS CHACKO|SUSAN GEORGE|SUSAN ABRAHAM|SARAH THOMAS|SARA SAIRSINGH|RADHIKA MARIA  MAMMEN|RACHEL MATTHAI|PETER K PHILIPS|NISHA SARAH MATTHEW|NIHAL THOMAS|MAYA THOMAS CHACKO|LATHA MATTHEW|KURIEN JACOB|KAVITA PHILIP|JOSEPH KANIANTHRA PHILIPS|CHITRA MARIAM MATTHAI|CHERIAN JACOB|ANITA MANI|ADARSH MAMMEN VERGHESE|ZACHARIAH KURIYAN|VIKRAM KURUVILLA|VARUN MAMMEN|THANGAM MAMMEN|TARA  JOSEPH|SUSAN KURIAN|SOMA PHILIPS|SHREYA JOSEPH|SHONA BHOJNAGARWALA|SHIRIN MAMMEN|SHILPA  MAMMEN|SHANTA MAMMEN|SARASU JACOB|SARAH CHERIAN TRUST (MAMMEN JACOB & ANU KURIEN)|SARA KURIYAN|SAMIR THARIYAN MAPPILLAI|ROY MAMMEN|ROSHIN VARGHESE|ROHAN MATHEW MAMMEN|RIYAD MATHEW|REENU ZACHARIAH|REBECCA  JOSEPH|RANJEET JACOB|RAMANI  JOSEPH|RAHUL MAMMEN MAPPILLAI|RACHEL KATTUKARAN|PREMINDA JACOB|PREMA MAMMEN MATHEW|PHILIP MATHEW|PETER PHILIP|OMANA MAMMEN|NITHYA SUSAN MATTHEW|MICAH MAMMEN PARAMBI|MEERA MAMMEN|MEERA  PHILIP|MEERA  NINAN|MARY  KURIEN|MARIKA MAMMEN APPIAH|MARIEN MATHEW|MARIAM MAMMEN MATHEW|MARIA MAMMEN|MAMY PHILIP|MAMMEN MATHEW|MAMMEN JACOB|MALINI MATHEW|M A MATHEW|KULANGARA POULOSE PHILIP|KIRAN KURIYAN|KIRAN KATTUKARAN|KIRAN  JOSEPH|KAVYA VERGHESE|K Z KURIYAN|K S JOSEPH|K M MAMMEN [SINGLY] & K M MAMMEN  [JOINTLY WITH ARUN MAMMEN]|K K MAMMEN MAPPILLAI|JAYANT MAMMEN MATHEW|JACOB MATTHAI|JACOB MATHEW|JACOB MAMMEN|HARSHA MATHEW|HANNAH KURIAN|GEORGE MAMMEN|GEORGE JACOB|GEETHA MAMMEN MAPPILLAI|GEETHA  ZACHARIAH|ELA KATTUKARAN|CIBI MAMMEN|CHALAKUZHY POULOSE MAMMEN|BINA MATHEW|BEEBI MAMMEN|ASHWATHY VARGHESE|ASHWATHI JACOB|ASHOK KURIYAN|ARUN MAMMEN|ARJUN  JOSEPH|ANNU KURIEN|ANNAMMA PHILIP|ANNAMMA MAMMEN|ANNA THOMAS CHACKO (EXECUTOR OF THE WILL OF LATE SUSY THOMAS)|ANNA THOMAS CHACKO|ANNA RAPHAEL|ANNA PHILIP|AMMU MATHEW|AMIT MATHEW|AMBIKA MAMMEN|ADITI MAMMEN GUPTA|ADITH POULOSE MAMMEN
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,MOTHERSON SUMI WIRING INDIA,61.73,2.84,0.52,0.0,0.0,0.0,0.0,33.43,25.45,25.45,0.02,False,,,,VAAMAN AUTO INDUSTRY|SPIRITED MOTOR VEHICLES LIMITED|SPIRITED AUTO CARS (I) LIMITED|SOUTHCITY MOTORS PRIVATE LIMITED|SIS BRO MOTOR AND WORKSHOP PRIVATE LIMITED|SHRI SEHGALS TRUSTEE COMPANY PRIVATE LIMITED|SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED|SALO TECH MOTHERSON SOLAR ENERGY INDIA PRIVATE LIMITED|RENU SEHGAL TRUST|RENU FARMS PRIVATE LIMITED|NIRVANA NICHE PRODUCTS PRIVATE LIMITED|MOTHERSON LEASE SOLUTION LIMITED|MOTHERSON ENGINEERING RESEARCH AND INTEGRATED TECHNOLOGIES LIMITED|MOTHERSON AUTO LIMITED|MOTHERSON  INNOVATIVE TECHNOLOGIES AND RESEARCH|MOTHERSON|MOON MEADOWS PRIVATE LIMITED|GANPATI AUTO INDUSTRIES|FDO HOLIDAYS PRIVATE LIMITED|ADVANTEDGE TECHNOLOGY PARTNERS PRIVATE LIMITED|ADVANTEDGE INCUBATORS PRIVATE LIMITED|SUMITOMO WIRING SYSTEMS LIMITED|SON GROWS SYSTEM LIMITED|SON GROWN MATERIAL FOODS TRADING L.L.C|RADHA RANI HOLDINGS PTE LTD|NIRVANA FOODS GMBH|H K WIRING SYSTEMS LIMITED|EDCOL GLOBAL PTE LIMITED|BOH Pte. Ltd|BOH  LLC|ATAR MAURITIUS PRIVATE LIMITED|ADVANCE TECHNOLOGIES AND AUTOMOTIVE RESOURCES PTE LTD|A BASIC CONCEPTS DESIGN PTY LTD|VIVEK CHAAND SEHGAL|VIDHI SEHGAL|SAMRIDDHI SEHGAL|MASTER SIDDH VAASAV SEHGAL|MASTER KUSHAAN SAMARTH SEGHAL|MASTER GANAN YUVAAN SEHGAL|LAKSH VAAMAN SEHGAL|NILU  MEHRA|GEETA SONI
