symbol,isin,company_name,owner_flag,owner_flag_final_hybrid,yaml_classification,owner_family,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
BAJAJHLDNG,INE118A01012,Bajaj Holdings & Investment Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,51.46,7.09,True,Owner,False,True,True,True,True
BAJFINANCE,INE296A01032,Bajaj Finance Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,54.7,0.19,True,Owner,True,True,True,True,True
EMIL,INE02YR01019,Electronics Mart India Limited,owner_confirmed_individual,OWNER,OWNER,Bajaj,65.17,65.17,True,Owner,False,False,False,False,True
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,owner_confirmed_director_only,OWNER,OWNER,Bajaj,51.0,0.0,False,,False,False,False,False,True
MEDANTA,INE474Q01031,Global Health Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,33.01,43.849999999999994,True,Owner,False,False,False,True,True
METROPOLIS,INE112L01020,Metropolis Healthcare Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,48.87,0.42,True,Owner,False,False,False,False,True
NETWEB,INE0NT901020,Netweb Technologies India Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj|Lodha,66.98,66.98,False,,False,False,False,True,True
BANDHANBNK,INE545U01014,Bandhan Bank Limited,owner_confirmed_director_only,OWNER,OWNER,Bandhan (Ghosh),39.74,0.0,True,Owner,False,False,False,True,True
ABREL,INE055A01016,Aditya Birla Real Estate Limited,owner_confirmed_director_only,OWNER,OWNER,Birla,50.21,0.01,True,Owner,False,False,False,True,True
ABSLAMC,INE404A01024,Aditya Birla Sun Life AMC Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla,74.82,0.01,True,Owner,False,False,False,True,True
BSOFT,INE836A01035,BIRLASOFT LIMITED,owner_confirmed_director_only,OWNER,OWNER,Birla,40.51,0.21,True,Owner,False,False,False,True,True
INDIACEM,INE383A01012,The India Cements Limited,owner_confirmed_director_only,OWNER,OWNER,Birla (UltraTech),75.0,0.0,True,Owner,False,False,False,True,True
ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,68.51,0.18,True,Owner,False,False,True,True,True
ABFRL,INE647O01011,Aditya Birla Fashion and Retail Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,46.61,0.26,True,Owner,False,False,False,True,True
ABLBL,INE14LE01019,Aditya Birla Lifestyle Brands Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,46.6,0.27,False,,False,False,False,True,True
GRASIM,INE047A01021,Grasim Industries Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,43.22,0.45,True,Owner,True,True,True,True,True
HINDALCO,INE038A01020,Hindalco Industries Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,34.64,0.1699999999999999,True,Owner,True,True,True,True,True
ULTRACEMCO,INE481G01011,UltraTech Cement Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Birla|Bajaj,59.29,0.21,True,Owner,True,True,True,True,True
AXISCADES,INE555B01013,AXISCADES Technologies Limited,owner_confirmed_director_only,OWNER,OWNER,Chandrasekhar (Jupiter),58.05,0.0,False,,False,False,False,False,True
CYIENTDLM,INE055S01018,Cyient DLM Limited,owner_confirmed_director_only,OWNER,OWNER,Cyient (Mohan Reddy),52.12,0.0,True,Owner,False,False,False,False,False
WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,owner_confirmed_director_only,OWNER,OWNER,Doshi (Waaree),74.32,1.06,False,,False,False,False,False,True
JPPOWER,INE351F01018,Jaiprakash Power Ventures Limited,owner_probable_relatives_trust,OWNER,OWNER,Gaur (Jaypee),24.0,0.11,True,Owner,False,False,False,True,True
CESC,INE486A01021,CESC Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Goenka (RPSG),52.11,0.21,True,Owner,False,False,False,True,True
FSL,INE684F01012,Firstsource Solutions Limited,owner_confirmed_director_only,OWNER,OWNER,Goenka (RPSG),53.66,0.02,True,Owner,False,False,False,True,True
PCBL,INE602A01031,PCBL Chemical Limited,ambiguous_holding_indian,OWNER,OWNER,Goenka (RPSG),53.38,0.0,True,Owner,False,False,False,True,True
SAREGAMA,INE979A01025,Saregama India Limited,owner_confirmed_director_only,OWNER,OWNER,Goenka (RPSG),60.39,0.88,True,Owner,False,False,False,True,True
GLAND,INE068V01023,Gland Pharma Limited,ambiguous_holding_foreign,OWNER,OWNER,Guo (Fosun),51.83,0.0,True,Owner,False,False,False,True,True
ROUTE,INE450U01017,ROUTE MOBILE LIMITED,ambiguous_holding_foreign,OWNER,OWNER,Gupta (Route Mobile),74.85,0.0,True,Owner,False,False,False,False,True
ASHOKLEY,INE208A01029,Ashok Leyland Limited,excluded_no_natural_no_holding,OWNER,OWNER,Hinduja,51.51,0.01,True,Owner,False,False,True,True,True
INDUSINDBK,INE095A01012,IndusInd Bank Limited,owner_confirmed_director_only,OWNER,OWNER,Hinduja,15.82,0.01,True,Owner,False,False,True,True,True
REFEX,INE056I01025,Refex Industries Limited,owner_confirmed_director_only,OWNER,OWNER,Jain (Refex),55.8,0.3399999999999999,False,,False,False,False,False,True
DEVYANI,INE872J01023,Devyani International Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,61.37,4.71,True,Owner,False,False,False,True,True
GALLANTT,INE297H01019,Gallantt Ispat Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,69.83,68.95,False,,False,False,False,True,True
JINDALSAW,INE324A01032,Jindal Saw Limited,owner_confirmed_individual,OWNER,OWNER,Jindal,63.25,1.18,True,Owner,False,False,False,True,True
JINDALSTEL,INE749A01030,JINDAL STEEL LIMITED,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,62.69,2.1199999999999997,True,Owner,False,True,True,True,True
JSL,INE220G01021,Jindal Stainless Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,62.05,3.7,True,Owner,False,False,False,True,True
JSWCEMENT,INE718I01012,JSW Cement Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,72.33,0.76,False,,False,False,False,True,True
JSWENERGY,INE121E01018,JSW Energy Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,69.27,4.129999999999999,True,Owner,False,False,True,True,True
JSWINFRA,INE880J01026,JSW Infrastructure Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,83.62,0.21,False,,False,False,False,True,True
JSWSTEEL,INE019A01038,JSW Steel Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,45.32,0.61,True,Owner,True,True,True,True,True
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,70.28,5.42,True,Owner,False,False,False,False,True
SHAREINDIA,INE932X01026,Share India Securities Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,48.62,45.13999999999999,False,,False,False,False,False,True
SIGNATURE,INE903U01023,Signatureglobal (India) Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,69.63,52.69,False,,False,False,False,True,True
VBL,INE200M01039,Varun Beverages Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,59.44,34.36,True,Owner,False,True,True,True,True
VIKRAMSOLR,INE078V01014,Vikram Solar Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Jindal,63.01,5.069999999999999,False,,False,False,False,False,True
ALIVUS,INE03Q201024,Alivus Life Sciences Limited,owner_confirmed_director_only,OWNER,OWNER,Karnavati / Searles,74.91,0.09,True,Owner,False,False,False,False,True
NUVOCO,INE118D01016,Nuvoco Vistas Corporation Limited,owner_confirmed_individual,OWNER,OWNER,Karnavati / Searles,72.02,11.86,True,Owner,False,False,False,True,True
SPANDANA,INE572J01011,Spandana Sphoorty Financial Limited,ambiguous_holding_foreign,OWNER,OWNER,Kedaara Capital (PE-backed),48.16,0.0,True,Owner,False,False,False,False,False
VMM,INE01EA01019,Vishal Mega Mart Limited,owner_confirmed_director_only,OWNER,OWNER,Kedaara Capital (PE-backed),40.12,0.44,True,Owner,False,False,True,True,True
AWL,INE699H01024,AWL Agri Business Limited,excluded_no_natural_no_holding,OWNER,OWNER,Kuok (Wilmar),56.94,0.0,True,Owner,False,False,False,True,True
FIEMIND,INE737H01014,Fiem Industries Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Lodha,54.52,53.87,False,,False,False,False,False,True
LODHA,INE670K01029,Lodha Developers Limited,owner_confirmed_director_only,OWNER,OWNER,Lodha,71.85,0.03,True,Owner,False,True,True,True,True
ASAHIINDIA,INE439A01020,Asahi India Glass Limited,owner_confirmed_individual,OWNER,OWNER,Mahindra,51.57,16.6,True,Owner,False,False,False,True,True
M&M,INE101A01026,Mahindra & Mahindra Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Mahindra,18.44,0.63,True,Owner,True,True,True,True,True
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited,owner_confirmed_director_only,OWNER,OWNER,Mahindra,52.49,0.0,True,Owner,False,False,True,True,True
MAHLIFE,INE813A01018,,owner_confirmed_director_only,OWNER,OWNER,Mahindra,52.41,0.02,True,Owner,False,False,False,False,False
SMLMAH,INE294B01019,SML Mahindra Limited,ambiguous_holding_indian,OWNER,OWNER,Mahindra,58.97,0.0,False,,False,False,False,False,True
TECHM,INE669C01036,Tech Mahindra Limited,owner_confirmed_director_only,OWNER,OWNER,Mahindra,34.98,0.07,True,Owner,True,True,True,True,True
AEGISLOG,INE208C01025,Aegis Logistics Limited,excluded_no_natural_no_holding,OWNER,OWNER,Malhotra (Aegis),58.1,5.05,True,Owner,False,False,False,True,True
AEGISVOPAK,INE0INX01018,Aegis Vopak Terminals Limited,owner_confirmed_director_only,OWNER,OWNER,Malhotra (Aegis),86.93,0.08,False,,False,False,False,True,True
BHARTIARTL,INE397D01024,Bharti Airtel Limited,owner_confirmed_director_only,OWNER,OWNER,Mittal,48.87,0.02,True,Owner,True,True,True,True,True
BHARTIHEXA,INE343G01021,Bharti Hexacom Limited,ambiguous_holding_indian,OWNER,OWNER,Mittal,70.0,0.0,False,,False,False,False,True,True
INDUSTOWER,INE121J01017,Indus Towers Limited,owner_confirmed_director_only,OWNER,OWNER,Mittal,51.03,0.0,True,Owner,False,False,True,True,True
ESCORTS,INE042A01014,Escorts Kubota Limited,ambiguous_mnc_jv_candidate,OWNER,OWNER,Nanda,68.04,1.29,True,Owner,False,False,False,True,True
PATANJALI,INE619A01035,Patanjali Foods Limited,owner_confirmed_director_only,OWNER,OWNER,Patanjali,68.26,0.0,True,Owner,False,False,True,True,True
POONAWALLA,INE511C01022,Poonawalla Fincorp Limited,owner_confirmed_director_only,OWNER,OWNER,Poonawalla,63.93,0.06,True,Owner,False,False,False,True,True
HAVELLS,INE176B01034,Havells India Limited,owner_confirmed_director_only,OWNER,OWNER,Rai Gupta (Havells),59.38,0.25,True,Owner,False,False,True,True,True
PARKHOSPS,INE119201023,Park Medi World Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Rai Gupta (Havells),82.89,82.89,False,,False,False,False,False,True
PGEL,INE457L01029,PG Electroplast Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Rai Gupta (Havells),43.41,43.58,True,Owner,False,False,False,True,True
TRIDENT,INE064C01022,Trident Limited,owner_confirmed_director_only,OWNER,OWNER,Rajinder Gupta (Trident),73.68,0.0,True,Owner,False,False,False,True,True
STYRENIX,INE189B01011,Styrenix Performance Materials Limited,owner_confirmed_director_only,OWNER,OWNER,Shiva Performance Materials (Vadodara independent),46.24,0.0,False,,False,False,False,False,True
SHRIRAMFIN,INE721A01047,Shriram Finance Limited,owner_confirmed_director_only,OWNER,OWNER,Shriram,20.3,0.01,True,Owner,True,True,True,True,True
GREAVESCOT,INE224A01026,Greaves Cotton Limited,owner_confirmed_director_only,OWNER,OWNER,Thapar,55.8,0.0,True,Owner,False,False,False,False,True
HINDZINC,INE267A01025,Hindustan Zinc Limited,excluded_state_dominant,OWNER,OWNER,Vedanta,61.84,0.0,True,Owner,False,True,True,True,True
STLTECH,INE089C01029,Sterlite Technologies Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Vedanta,44.44,0.58,True,Owner,False,False,False,False,True
VEDL,INE205A01025,Vedanta Limited,ambiguous_mnc_jv_candidate,OWNER,OWNER,Vedanta,56.38,0.0,True,Owner,False,True,True,True,True
BBTC,INE050A01025,The Bombay Burmah Trading Corporation Limited,owner_confirmed_individual,OWNER,OWNER,Wadia,74.05,10.05,True,Owner,False,False,False,True,True
BOMDYEING,INE032A01023,Bombay Dyeing & Mfg Company Limited,owner_confirmed_individual,OWNER,OWNER,Wadia,53.57,2.28,True,Owner,False,False,False,False,False
BRITANNIA,INE216A01030,Britannia Industries Limited,ambiguous_mnc_jv_candidate,OWNER,OWNER,Wadia,50.55,0.01,True,Owner,False,True,True,True,True
