isin,company_name_owners,owners_cat,symbol,company_name_cand,owner_flag,owner_flag_ai,owner_flag_final
INE522F01014,COAL INDIA LTD,State,COALINDIA,Coal India Limited,excluded_state_dominant,,NOT_OWNER
INE524A01029,GABRIEL INDIA LTD,Owner,GABRIEL,Gabriel India Limited,owner_confirmed_individual_and_director,,OWNER
INE528G01035,YES BANK LTD,Professional,,,,,
INE530B01024,IIFL FINANCE LTD,Owner,IIFL,IIFL Finance Limited,owner_confirmed_individual_and_director,,OWNER
INE531A01024,KANSAI NEROLAC PAINTS LTD,MNC,KANSAINER,Kansai Nerolac Paints Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE531E01026,HINDUSTAN COPPER LTD,State,HINDCOPPER,Hindustan Copper Limited,excluded_state_dominant,,NOT_OWNER
INE532F01054,EDELWEISS FINANCIAL SERVICES,Owner,EDELWEISS,Edelweiss Financial Services Limited,owner_confirmed_individual_and_director,,OWNER
INE536H01010,CIE AUTOMOTIVE INDIA LTD,MNC,CIEINDIA,CIE Automotive India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE539A01019,GHCL LTD,Owner,GHCL,GHCL Limited,owner_confirmed_individual_and_director,,OWNER
INE540H01012,VOLTAMP TRANSFORMERS LTD,Owner,VOLTAMP,Voltamp Transformers Limited,owner_confirmed_individual,,OWNER
INE540L01014,ALKEM LABORATORIES LTD,Owner,ALKEM,Alkem Laboratories Limited,owner_confirmed_individual_and_director,,OWNER
INE541A01023,GMM PFAUDLER LTD,Owner,GMMPFAUDLR,GMM Pfaudler Limited,owner_confirmed_individual,,OWNER
INE545A01024,HEG LTD,Owner,HEG,HEG Limited,owner_confirmed_individual_and_director,,OWNER
INE545U01014,BANDHAN BANK LTD,Owner,BANDHANBNK,Bandhan Bank Limited,owner_confirmed_director_only,,OWNER
INE548A01028,HFCL LTD,Owner,HFCL,HFCL Limited,owner_confirmed_individual_and_director,,OWNER
INE548C01032,EMAMI LTD,Owner,EMAMILTD,Emami Limited,owner_confirmed_individual_and_director,,OWNER
INE549A01026,HINDUSTAN CONSTRUCTION CO,Owner,HCC,Hindustan Construction Company Limited,owner_confirmed_individual,,OWNER
INE551W01018,UJJIVAN SMALL FINANCE BANK L,Professional,,,,,
INE559R01029,LANDMARK CARS LTD,Owner,LANDMARK,Landmark Cars Limited,owner_confirmed_individual_and_director,,OWNER
INE562A01011,INDIAN BANK,State,INDIANB,Indian Bank,excluded_state_dominant,,NOT_OWNER
INE565A01014,INDIAN OVERSEAS BANK,State,IOB,Indian Overseas Bank,excluded_state_dominant,,NOT_OWNER
INE570A01022,ION EXCHANGE (INDIA) LTD,Owner,IONEXCHANG,ION Exchange (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE571A01038,IPCA LABORATORIES LTD,Owner,IPCALAB,IPCA Laboratories Limited,owner_confirmed_individual_and_director,,OWNER
INE572A01036,J.B. CHEMICALS & PHARMA LTD,Professional,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,owner_confirmed_director_only,,OWNER
INE572E01012,PNB HOUSING FINANCE LTD,Professional,PNBHOUSING,PNB Housing Finance Limited,owner_confirmed_director_only,,OWNER
INE572J01011,SPANDANA SPHOORTY FINANCIAL,Owner,SPANDANA,Spandana Sphoorty Financial Limited,ambiguous_holding_foreign,ai_professional,NOT_OWNER
INE573A01042,JK TYRE & INDUSTRIES LTD,Owner,JKTYRE,JK Tyre & Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE575P01011,STAR HEALTH & ALLIED INSURAN,Professional,STARHEALTH,Star Health and Allied Insurance Company Limited,owner_confirmed_individual_and_director,,OWNER
INE576O01020,LAXMI ORGANIC INDUSTRIES LTD,Owner,LXCHEM,Laxmi Organic Industries Limited,owner_confirmed_individual,,OWNER
INE584A01023,NMDC LTD,State,NMDC,NMDC Limited,excluded_state_dominant,,NOT_OWNER
INE585B01010,MARUTI SUZUKI INDIA LTD,MNC,MARUTI,Maruti Suzuki India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE586V01016,TCI EXPRESS LTD,Owner,TCIEXP,TCI Express Limited,owner_confirmed_individual_and_director,,OWNER
INE589A01014,NLC INDIA LTD,State,NLCINDIA,NLC India Limited,excluded_state_dominant,,NOT_OWNER
INE591G01025,COFORGE LIMITED,MNC,,,,,
INE596I01020,COMPUTER AGE MANAGEMENT SERV,Professional,,,,,
INE597J01018,SHALBY LTD,Owner,SHALBY,Shalby Limited,owner_confirmed_individual,,OWNER
INE599M01018,JUST DIAL LTD,Owner,JUSTDIAL,Just Dial Limited,owner_confirmed_individual_and_director,,OWNER
INE600K01018,GALAXY SURFACTANTS LTD,Owner,GALAXYSURF,Galaxy Surfactants Limited,owner_confirmed_individual_and_director,,OWNER
INE600L01024,DR LAL PATHLABS LTD,Owner,LALPATHLAB,Dr. Lal Path Labs Ltd.,owner_confirmed_individual_and_director,,OWNER
INE602A01031,PCBL CHEMICAL LTD,Owner,PCBL,PCBL Chemical Limited,ambiguous_holding_indian,ai_owner,OWNER
INE602W01027,SENCO GOLD LTD,Owner,SENCO,Senco Gold Limited,owner_confirmed_individual_and_director,,OWNER
INE603A01013,PRAKASH INDUSTRIES LTD,Owner,PRAKASH,Prakash Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE603J01030,PI INDUSTRIES LTD,Owner,PIIND,PI Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE608A01012,PUNJAB & SIND BANK,State,,,,,
INE614B01018,KARNATAKA BANK LTD,Professional,,,,,
INE614G01033,RELIANCE POWER LTD,Owner,RPOWER,Reliance Power Limited,owner_confirmed_individual_and_director,,OWNER
INE615H01020,TITAGARH RAIL SYSTEM LTD,Owner,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,owner_confirmed_individual_and_director,,OWNER
INE615I01010,GLOBUS SPIRITS LTD,Owner,GLOBUSSPR,Globus Spirits Limited,owner_confirmed_individual_and_director,,OWNER
INE615P01015,QUESS CORP LTD,Owner,QUESS,Quess Corp Limited,owner_confirmed_individual_and_director,,OWNER
INE619A01035,PATANJALI FOODS LTD,Owner,PATANJALI,Patanjali Foods Limited,owner_confirmed_director_only,,OWNER
INE621H01010,RELIGARE ENTERPRISES LTD,Professional,RELIGARE,Religare Enterprises Limited,owner_confirmed_director_only,,OWNER
INE621L01012,TEXMACO RAIL & ENGINEERING L,Owner,TEXRAIL,Texmaco Rail & Engineering Limited,owner_confirmed_individual_and_director,,OWNER
INE624Z01016,SOLARA ACTIVE PHARMA SCIENCE,Owner,SOLARA,Solara Active Pharma Sciences Limited,owner_confirmed_individual_and_director,,OWNER
INE628A01036,UPL LTD,Owner,UPL,UPL Limited,owner_confirmed_individual_and_director,,OWNER
INE634I01029,KNR CONSTRUCTIONS LTD,Owner,KNRCON,KNR Constructions Limited,owner_confirmed_individual,,OWNER
INE634S01028,MANKIND PHARMA LTD,Owner,MANKIND,Mankind Pharma Limited,owner_confirmed_individual_and_director,,OWNER
INE640A01023,SKF INDIA LTD,MNC,SKFINDIA,SKF India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE645S01024,ROLEX RINGS LTD,Owner,ROLEXRINGS,Rolex Rings Limited,owner_confirmed_individual,,OWNER
INE646L01027,INTERGLOBE AVIATION LTD,Owner,INDIGO,InterGlobe Aviation Limited,owner_confirmed_individual_and_director,,OWNER
INE647A01010,SRF LTD,Owner,SRF,SRF Limited,owner_confirmed_individual_and_director,,OWNER
INE647O01011,ADITYA BIRLA FASHION AND RET,Owner,ABFRL,Aditya Birla Fashion and Retail Limited,owner_confirmed_individual_and_director,,OWNER
INE660A01013,SUNDARAM FINANCE LTD,Owner,SUNDARMFIN,Sundaram Finance Limited,owner_confirmed_individual_and_director,,OWNER
INE663F01032,INFO EDGE INDIA LTD,Owner,NAUKRI,Info Edge (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE665L01035,VARROC ENGINEERING LTD,Owner,VARROC,Varroc Engineering Limited,owner_confirmed_individual_and_director,,OWNER
INE666D01022,BOROSIL RENEWABLES LTD,Owner,BORORENEW,BOROSIL RENEWABLES LIMITED,owner_confirmed_individual_and_director,,OWNER
INE668A01016,TAMILNAD MERCANTILE BANK,Professional,,,,,
INE668F01031,JYOTHY LABS LTD,Owner,JYOTHYLAB,Jyothy Labs Limited,owner_confirmed_individual_and_director,,OWNER
INE669C01036,TECH MAHINDRA LTD,Owner,TECHM,Tech Mahindra Limited,owner_confirmed_director_only,,OWNER
INE669E01016,VODAFONE IDEA LTD,State,IDEA,Vodafone Idea Limited,excluded_state_dominant,,NOT_OWNER
INE670A01012,TATA ELXSI LTD,Professional,TATAELXSI,Tata Elxsi Limited,owner_confirmed_director_only,,OWNER
INE670K01029,LODHA DEVELOPERS LTD,Owner,LODHA,Lodha Developers Limited,owner_confirmed_director_only,,OWNER
INE671A01010,HONEYWELL AUTOMATION INDIA,MNC,HONAUT,Honeywell Automation India Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE671H01015,SOBHA LTD,Owner,SOBHA,Sobha Limited,owner_confirmed_individual_and_director,,OWNER
INE674K01013,ADITYA BIRLA CAPITAL LTD,Owner,ABCAPITAL,Aditya Birla Capital Limited,owner_confirmed_individual_and_director,,OWNER
INE679A01013,CSB BANK LTD,Professional,CSBBANK,CSB Bank Limited,ambiguous_holding_foreign,ai_professional,NOT_OWNER
INE679V01027,ADITYA VISION LTD,Owner,AVL,Aditya Vision Limited,owner_confirmed_individual_and_director,,OWNER
INE683A01023,SOUTH INDIAN BANK LTD,Professional,,,,,
INE684F01012,FIRSTSOURCE SOLUTIONS LTD,Owner,FSL,Firstsource Solutions Limited,owner_confirmed_director_only,,OWNER
INE685A01028,TORRENT PHARMACEUTICALS LTD,Owner,TORNTPHARM,Torrent Pharmaceuticals Limited,owner_confirmed_individual_and_director,,OWNER
INE686F01025,UNITED BREWERIES LTD,MNC,UBL,United Breweries Limited,ambiguous_mnc_jv_candidate,ai_mnc,NOT_OWNER
INE686Y01026,FINE ORGANIC INDUSTRIES LTD,Owner,FINEORG,Fine Organic Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE688D01026,RESPONSIVE INDUSTRIES LTD,Owner,RESPONIND,Responsive Industries Limited,owner_confirmed_individual,,OWNER
INE690A01028,TTK PRESTIGE LTD,Owner,TTKPRESTIG,TTK Prestige Limited,owner_confirmed_individual_and_director,,OWNER
INE691A01018,UCO BANK,State,UCOBANK,UCO Bank,excluded_state_dominant,,NOT_OWNER
INE692A01016,UNION BANK OF INDIA,State,UNIONBANK,Union Bank of India,excluded_state_dominant,,NOT_OWNER
INE702C01027,APL APOLLO TUBES LTD,Owner,APLAPOLLO,APL Apollo Tubes Limited,owner_confirmed_individual_and_director,,OWNER
INE703B01027,RATNAMANI METALS & TUBES LTD,Owner,RATNAMANI,Ratnamani Metals & Tubes Limited,owner_confirmed_individual_and_director,,OWNER
INE704P01025,COCHIN SHIPYARD LTD,State,COCHINSHIP,Cochin Shipyard Limited,excluded_state_dominant,,NOT_OWNER
INE716A01013,WHIRLPOOL OF INDIA LTD,MNC,WHIRLPOOL,Whirlpool of India Limited,owner_confirmed_director_only,,OWNER
INE721A01047,SHRIRAM FINANCE LTD,Owner,SHRIRAMFIN,Shriram Finance Limited,owner_confirmed_director_only,,OWNER
INE725A01030,NAVA LTD,Owner,NAVA,NAVA LIMITED,owner_confirmed_individual_and_director,,OWNER
INE726G01019,ICICI PRUDENTIAL LIFE INSURA,Professional,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,owner_confirmed_director_only,,OWNER
INE731H01025,ACTION CONSTRUCTION EQUIPMEN,Owner,ACE,Action Construction Equipment Limited,owner_confirmed_individual_and_director,,OWNER
INE732I01021,ANGEL ONE LTD,Owner,ANGELONE,Angel One Limited,owner_confirmed_individual_and_director,,OWNER
INE733E01010,NTPC LTD,State,NTPC,NTPC Limited,excluded_state_dominant,,NOT_OWNER
INE735W01017,UTKARSH SMALL FINANCE BANK L,abb,,,,,
INE736A01011,CENTRAL DEPOSITORY SERVICES,Professional,CDSL,Central Depository Services (India) Limited,owner_confirmed_director_only,,OWNER
INE738I01010,ECLERX SERVICES LTD,Owner,ECLERX,eClerx Services Limited,owner_confirmed_individual_and_director,,OWNER
INE739E01017,CERA SANITARYWARE LTD,Owner,CERA,Cera Sanitaryware Limited,owner_confirmed_individual_and_director,,OWNER
INE741K01010,CREDITACCESS GRAMEEN LTD,Professional,CREDITACC,CREDITACCESS GRAMEEN LIMITED,excluded_no_natural_no_holding,,NOT_OWNER
INE742F01042,ADANI PORTS AND SPECIAL ECON,Owner,ADANIPORTS,Adani Ports and Special Economic Zone Limited,owner_confirmed_individual_and_director,,OWNER
INE743M01012,RHI MAGNESITA INDIA LTD,MNC,RHIM,RHI MAGNESITA INDIA LIMITED,excluded_no_natural_no_holding,,NOT_OWNER
INE745G01043,MULTI COMMODITY EXCH INDIA,Professional,,,,,
INE750C01026,MARKSANS PHARMA LTD,Owner,MARKSANS,Marksans Pharma Limited,owner_confirmed_individual,,OWNER
INE752E01010,POWER GRID CORP OF INDIA LTD,State,POWERGRID,Power Grid Corporation of India Limited,excluded_state_dominant,,NOT_OWNER
INE752P01024,FUTURE RETAIL LTD,Owner,,,,,
INE758E01017,JIO FINANCIAL SERVICES LTD,Owner,JIOFIN,Jio Financial Services Limited,owner_confirmed_individual_and_director,,OWNER
INE758T01015,ETERNAL LTD,Professional,,,,,
INE759A01021,MASTEK LTD,Owner,MASTEK,Mastek Limited,owner_confirmed_individual_and_director,,OWNER
INE761H01022,PAGE INDUSTRIES LTD,Owner,PAGEIND,Page Industries Limited,owner_probable_nri_family,ai_owner,OWNER
INE763G01038,ICICI SECURITIES LTD,Professional,,,,,
INE765G01017,ICICI LOMBARD GENERAL INSURA,Professional,ICICIGI,ICICI Lombard General Insurance Company Limited,owner_confirmed_director_only,,OWNER
INE767A01016,AARTI DRUGS LTD,Owner,AARTIDRUGS,Aarti Drugs Limited,owner_confirmed_individual_and_director,,OWNER
INE769A01020,AARTI INDUSTRIES LIMITED,Owner,AARTIIND,Aarti Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE774D01024,MAHINDRA & MAHINDRA FIN SECS,Owner,M&MFIN,Mahindra & Mahindra Financial Services Limited,owner_confirmed_director_only,,OWNER
INE775A01035,SAMVARDHANA MOTHERSON INTERN,Owner,MOTHERSON,Samvardhana Motherson International Limited,owner_confirmed_individual_and_director,,OWNER
INE778U01029,TCNS CLOTHING CO LTD,Owner,,,,,
INE780C01023,JM FINANCIAL LTD,Owner,JMFINANCIL,JM Financial Limited,owner_confirmed_individual_and_director,,OWNER
INE786A01032,JK LAKSHMI CEMENT LTD,Owner,JKLAKSHMI,JK Lakshmi Cement Limited,owner_confirmed_individual_and_director,,OWNER
INE787D01026,BALKRISHNA INDUSTRIES LTD,Owner,BALKRISIND,Balkrishna Industries Limited,owner_confirmed_individual,,OWNER
INE789E01012,JK PAPER LTD,Owner,JKPAPER,JK Paper Limited,owner_confirmed_individual,,OWNER
INE795G01014,HDFC LIFE INSURANCE CO LTD,Professional,HDFCLIFE,HDFC Life Insurance Company Limited,owner_confirmed_director_only,,OWNER
INE797F01020,JUBILANT FOODWORKS LTD,Owner,JUBLFOOD,Jubilant Foodworks Limited,owner_confirmed_individual_and_director,,OWNER
INE800H01010,OMAXE LTD,Owner,OMAXE,Omaxe Limited,owner_confirmed_individual,,OWNER
INE802C01033,STEEL STRIPS WHEELS LTD,Owner,SSWL,Steel Strips Wheels Limited,owner_confirmed_individual_and_director,,OWNER
INE804L01022,MEDPLUS HEALTH SERVICES LTD,Owner,MEDPLUS,Medplus Health Services Limited,owner_confirmed_individual,,OWNER
INE805D01034,SUNTECK REALTY LTD,Owner,SUNTECK,Sunteck Realty Limited,owner_confirmed_individual_and_director,,OWNER
INE806T01020,SAPPHIRE FOODS INDIA LTD,Professional,SAPPHIRE,Sapphire Foods India Limited,owner_confirmed_director_only,,OWNER
INE810G01011,SHYAM METALICS & ENERGY LTD,Owner,SHYAMMETL,Shyam Metalics and Energy Limited,owner_confirmed_individual,,OWNER
INE811K01011,PRESTIGE ESTATES PROJECTS,Owner,PRESTIGE,Prestige Estates Projects Limited,owner_confirmed_individual,,OWNER
INE813H01021,TORRENT POWER LTD,Owner,TORNTPOWER,Torrent Power Limited,owner_confirmed_individual,,OWNER
INE814H01029,ADANI POWER LTD,Owner,ADANIPOWER,Adani Power Limited,owner_confirmed_individual,,OWNER
INE821I01022,IRB INFRASTRUCTURE DEVELOPER,Owner,IRB,IRB Infrastructure Developers Limited,owner_confirmed_individual,,OWNER
INE823G01014,JK CEMENT LTD,Owner,JKCEMENT,JK Cement Limited,owner_confirmed_individual,,OWNER
INE825V01034,VEDANT FASHIONS LTD,Owner,MANYAVAR,Vedant Fashions Limited,owner_confirmed_individual,,OWNER
INE834M01019,RATTANINDIA ENTERPRISES LTD,Owner,RTNINDIA,RattanIndia Enterprises Limited,owner_confirmed_individual_and_director,,OWNER
INE836A01035,BIRLASOFT LTD,Owner,BSOFT,BIRLASOFT LIMITED,owner_confirmed_director_only,,OWNER
INE836F01026,DISH TV INDIA LTD,Owner,,,,,
INE839M01018,SCHNEIDER ELECTRIC INFRASTRU,MNC,SCHNEIDER,Schneider Electric Infrastructure Limited,owner_confirmed_director_only,,OWNER
INE842C01021,MINDA CORP LTD,Owner,MINDACORP,Minda Corporation Limited,owner_confirmed_individual_and_director,,OWNER
INE844O01030,GUJARAT GAS LTD,State,,,,,
INE848E01016,NHPC LTD,State,NHPC,NHPC Limited,excluded_state_dominant,,NOT_OWNER
INE849A01020,TRENT LTD,Professional,TRENT,Trent Limited,owner_confirmed_director_only,,OWNER
INE852O01025,APTUS VALUE HOUSING FINANCE,Owner,APTUS,Aptus Value Housing Finance India Limited,owner_confirmed_individual_and_director,,OWNER
INE854D01024,UNITED SPIRITS LTD,MNC,UNITDSPR,United Spirits Limited,ambiguous_mnc_jv_candidate,ai_mnc,NOT_OWNER
INE855B01025,RAIN INDUSTRIES LTD,Owner,RAIN,Rain Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE860A01027,HCL TECHNOLOGIES LTD,Owner,HCLTECH,HCL Technologies Limited,owner_confirmed_individual_and_director,,OWNER
INE864I01014,MTAR TECHNOLOGIES LTD,Owner,MTARTECH,Mtar Technologies Limited,owner_confirmed_individual,,OWNER
INE868B01028,NCC LTD,Owner,NCC,NCC Limited,owner_confirmed_individual,,OWNER
INE870D01012,NATIONAL FERTILIZERS LTD,State,NFL,National Fertilizers Limited,excluded_state_dominant,,NOT_OWNER
INE870H01013,NETWORK 18 MEDIA & INVTS LTD,Professional,NETWORK18,Network18 Media & Investments Limited,owner_confirmed_director_only,,OWNER
INE871C01038,AVANTI FEEDS LTD,Owner,AVANTIFEED,Avanti Feeds Limited,owner_confirmed_individual_and_director,,OWNER
INE872J01023,DEVYANI INTERNATIONAL LTD,Owner,DEVYANI,Devyani International Limited,owner_confirmed_individual_and_director,,OWNER
INE876N01018,ORIENT CEMENT LTD,Owner,ORIENTCEM,Orient Cement Limited,ambiguous_holding_indian,ai_owner,OWNER
INE877F01012,PTC INDIA LTD,State,PTC,PTC India Limited,ambiguous_holding_indian,ai_state,NOT_OWNER
INE878B01027,KEI INDUSTRIES LTD,Owner,KEI,KEI Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE880L01014,KIOCL LTD,State,,,,,
INE881D01027,ORACLE FINANCIAL SERVICES,MNC,OFSS,Oracle Financial Services Software Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE883A01011,MRF LTD,Owner,MRF,MRF Limited,owner_confirmed_individual_and_director,,OWNER
INE883N01014,PARAG MILK FOODS LTD,Owner,PARAGMILK,Parag Milk Foods Limited,owner_confirmed_individual_and_director,,OWNER
INE884A01027,VAIBHAV GLOBAL LTD,Owner,VAIBHAVGBL,Vaibhav Global Limited,owner_confirmed_individual_and_director,,OWNER
INE886H01027,TV18 BROADCAST LTD,Owner,,,,,
INE887G01027,GOKALDAS EXPORTS LTD,Professional,,,,,
INE891D01026,REDINGTON LTD,MNC,,,,,
INE913H01037,ENDURANCE TECHNOLOGIES LTD,Owner,ENDURANCE,Endurance Technologies Limited,owner_confirmed_individual_and_director,,OWNER
INE914M01019,ASTER DM HEALTHCARE LTD,Owner,ASTERDM,Aster DM Healthcare Limited,owner_probable_nri_family,ai_owner,OWNER
INE917I01010,BAJAJ AUTO LTD,Owner,BAJAJ-AUTO,Bajaj Auto Limited,owner_confirmed_individual_and_director,,OWNER
INE917M01012,DILIP BUILDCON LTD,Owner,DBL,Dilip Buildcon Limited,owner_confirmed_individual,,OWNER
INE918I01026,BAJAJ FINSERV LTD,Owner,BAJAJFINSV,Bajaj Finserv Limited,owner_confirmed_individual_and_director,,OWNER
INE918Z01012,KAYNES TECHNOLOGY INDIA LTD,Owner,KAYNES,Kaynes Technology India Limited,owner_confirmed_individual_and_director,,OWNER
INE925R01014,CMS INFO SYSTEMS LTD,Professional,,,,,
INE927D01051,JBM AUTO LTD,Owner,JBMA,JBM Auto Limited,owner_confirmed_individual_and_director,,OWNER
INE930H01031,KPR MILL LTD,Owner,KPRMILL,K.P.R. Mill Limited,owner_confirmed_individual,,OWNER
INE930P01018,ANUPAM RASAYAN INDIA LTD,Owner,ANURAS,Anupam Rasayan India Limited,owner_confirmed_individual_and_director,,OWNER
INE933K01021,BAJAJ CONSUMER CARE LTD,Owner,BAJAJCON,Bajaj Consumer Care Limited,owner_confirmed_director_only,,OWNER
INE933S01016,INDIAMART INTERMESH LTD,Owner,INDIAMART,Indiamart Intermesh Limited,owner_confirmed_individual_and_director,,OWNER
INE935A01035,GLENMARK PHARMACEUTICALS LTD,Owner,GLENMARK,Glenmark Pharmaceuticals Limited,owner_confirmed_individual,,OWNER
INE935N01020,DIXON TECHNOLOGIES INDIA LTD,Owner,DIXON,Dixon Technologies (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE939A01011,STRIDES PHARMA SCIENCE LTD,Owner,STAR,Strides Pharma Science Limited,owner_confirmed_individual_and_director,,OWNER
INE944F01028,RADICO KHAITAN LTD,Owner,RADICO,Radico Khaitan Limited,owner_confirmed_individual_and_director,,OWNER
INE947Q01028,LAURUS LABS LTD,Owner,LAURUSLABS,Laurus Labs Limited,owner_confirmed_individual_and_director,,OWNER
INE949H01023,MAN INFRACONSTRUCTION LTD,Owner,MANINFRA,Man Infraconstruction Limited,owner_confirmed_individual_and_director,,OWNER
INE949L01017,AU SMALL FINANCE BANK LTD,Owner,AUBANK,AU Small Finance Bank Limited,owner_confirmed_individual_and_director,,OWNER
INE951I01027,V-GUARD INDUSTRIES LTD,Owner,VGUARD,V-Guard Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE953O01021,SANSERA ENGINEERING LTD,Owner,SANSERA,Sansera Engineering Limited,owner_confirmed_individual_and_director,,OWNER
INE955D01029,GENUS POWER INFRASTRUCTURES,Owner,GENUSPOWER,Genus Power Infrastructures Limited,owner_confirmed_individual_and_director,,OWNER
INE961O01016,RAINBOW CHILDREN'S MEDICARE,Owner,RAINBOW,Rainbow Childrens Medicare Limited,owner_confirmed_individual_and_director,,OWNER
INE962Y01021,IRCON INTERNATIONAL LTD,State,IRCON,Ircon International Limited,excluded_state_dominant,,NOT_OWNER
INE967H01025,KRISHNA INSTITUTE OF MEDICAL,Owner,KIMS,Krishna Institute of Medical Sciences Limited,owner_confirmed_individual_and_director,,OWNER
INE970X01018,LEMON TREE HOTELS LTD,Owner,LEMONTREE,Lemon Tree Hotels Limited,owner_confirmed_individual_and_director,,OWNER
INE974X01010,TUBE INVESTMENTS OF INDIA LT,Owner,TIINDIA,Tube Investments of India Limited,owner_confirmed_individual_and_director,,OWNER
INE976A01021,WEST COAST PAPER MILLS LTD,Owner,WSTCSTPAPR,West Coast Paper Mills Limited,owner_confirmed_individual,,OWNER
INE976G01028,RBL BANK LTD,Professional,,,,,
INE979A01025,SAREGAMA INDIA LTD,Owner,SAREGAMA,Saregama India Limited,owner_confirmed_director_only,,OWNER
INE982F01036,HATHWAY CABLE AND DATACOM,Owner,HATHWAY,Hathway Cable & Datacom Limited,owner_confirmed_individual,,OWNER
INE982J01020,ONE 97 COMMUNICATIONS LTD,Professional,,,,,
INE987B01026,NATCO PHARMA LTD,Owner,NATCOPHARM,Natco Pharma Limited,owner_confirmed_individual_and_director,,OWNER
INE999A01023,KSB LTD,MNC,KSB,Ksb Limited,owner_confirmed_individual,,OWNER
