symbol,isin,company_name,is_owner_company,stage1_promoter_ge_10,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,68.02,0.02,True,Owner,True,True,True,True,True
ADANIPOWER,INE814H01029,Adani Power Limited,True,True,Adani,owner_confirmed_individual,OWNER,OWNER,74.96,0.0,True,Owner,False,True,True,True,True
AMBUJACEM,INE079A01024,Ambuja Cements Limited,True,True,Adani,ambiguous_holding_foreign,OWNER,OWNER,67.68,0.0,True,Owner,False,True,True,True,True
ATGL,INE399L01023,Adani Total Gas Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,74.8,0.06,True,Owner,False,False,True,True,True
WELCORP,INE191B01025,Welspun Corp Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,49.73,0.6,True,Owner,False,False,False,True,True
WELENT,INE625G01013,Welspun Enterprises Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,56.13,1.98,False,,False,False,False,False,True
WELSPUNLIV,INE192B01031,Welspun Living Limited,True,True,Adani,owner_confirmed_individual,OWNER,OWNER,66.24,0.36,True,Owner,False,False,False,True,True
ALOKINDS,INE270A01029,Alok Industries Limited,True,True,Ambani,ambiguous_holding_indian,OWNER,OWNER,75.0,0.0,True,Owner,False,False,False,False,True
HATHWAY,INE982F01036,Hathway Cable & Datacom Limited,True,True,Ambani,owner_confirmed_individual,OWNER,OWNER,75.0,13.61,True,Owner,False,False,False,False,False
JIOFIN,INE758E01017,Jio Financial Services Limited,True,True,Ambani,owner_confirmed_individual_and_director,OWNER,OWNER,47.12,0.88,True,Owner,True,True,True,True,True
RELIANCE,INE002A01018,Reliance Industries Limited,True,True,Ambani,owner_confirmed_individual_and_director,OWNER,OWNER,50.01,1.0,True,Owner,True,True,True,True,True
RELINFRA,INE036A01016,Reliance Infrastructure Limited,True,True,Ambani,owner_confirmed_individual_and_director,OWNER,OWNER,19.05,0.16,True,Owner,False,False,False,False,False
RPOWER,INE614G01033,Reliance Power Limited,True,True,Ambani,owner_confirmed_individual_and_director,OWNER,OWNER,24.98,0.05,True,Owner,False,False,False,True,True
BAJAJ-AUTO,INE917I01010,Bajaj Auto Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,54.99,2.76,True,Owner,True,True,True,True,True
BAJAJCON,INE933K01021,Bajaj Consumer Care Limited,True,True,Bajaj,owner_confirmed_director_only,OWNER,OWNER,42.97,0.01,True,Owner,False,False,False,False,False
BAJAJELEC,INE193E01025,Bajaj Electricals Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,62.69,15.28,False,,False,False,False,False,True
BAJAJFINSV,INE918I01026,Bajaj Finserv Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,58.81,2.29,True,Owner,True,True,True,True,True
BAJAJHFL,INE377Y01014,Bajaj Housing Finance Limited,True,True,Bajaj,owner_confirmed_director_only,OWNER,OWNER,86.7,0.0,False,,False,False,False,True,True
BAJAJHIND,INE306A01021,Bajaj Hindusthan Sugar Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,13.43,4.75,True,Owner,False,False,False,False,False
BAJAJHLDNG,INE118A01012,Bajaj Holdings & Investment Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,51.46,0.49,True,Owner,False,True,True,True,True
BAJFINANCE,INE296A01032,Bajaj Finance Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,54.7,0.19,True,Owner,True,True,True,True,True
EMIL,INE02YR01019,Electronics Mart India Limited,True,True,Bajaj,owner_confirmed_individual,OWNER,OWNER,65.17,65.17,True,Owner,False,False,False,False,True
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,True,True,Bajaj,owner_confirmed_director_only,OWNER,OWNER,51.0,0.0,False,,False,False,False,False,True
MEDANTA,INE474Q01031,Global Health Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,33.01,43.85,True,Owner,False,False,False,True,True
METROPOLIS,INE112L01020,Metropolis Healthcare Limited,True,True,Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,48.87,0.42,True,Owner,False,False,False,False,True
NETWEB,INE0NT901020,Netweb Technologies India Limited,True,True,Bajaj|Lodha,owner_confirmed_individual_and_director,OWNER,OWNER,66.98,66.98,False,,False,False,False,True,True
BANDHANBNK,INE545U01014,Bandhan Bank Limited,True,True,Bandhan (Ghosh),owner_confirmed_director_only,OWNER,OWNER,39.74,0.0,True,Owner,False,False,False,True,True
ABREL,INE055A01016,Aditya Birla Real Estate Limited,True,True,Birla,owner_confirmed_director_only,OWNER,OWNER,50.21,0.01,True,Owner,False,False,False,True,True
ABSLAMC,INE404A01024,Aditya Birla Sun Life AMC Limited,True,True,Birla,owner_confirmed_individual_and_director,OWNER,OWNER,74.82,0.01,True,Owner,False,False,False,True,True
BSOFT,INE836A01035,BIRLASOFT LIMITED,True,True,Birla,owner_confirmed_director_only,OWNER,OWNER,40.51,0.21,True,Owner,False,False,False,True,True
INDIACEM,INE383A01012,The India Cements Limited,True,True,Birla (UltraTech),owner_confirmed_director_only,OWNER,OWNER,75.0,0.0,True,Owner,False,False,False,True,True
ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,68.51,0.18,True,Owner,False,False,True,True,True
ABFRL,INE647O01011,Aditya Birla Fashion and Retail Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,46.61,0.26,True,Owner,False,False,False,True,True
ABLBL,INE14LE01019,Aditya Birla Lifestyle Brands Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,46.6,0.27,False,,False,False,False,True,True
GRASIM,INE047A01021,Grasim Industries Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,43.22,0.45,True,Owner,True,True,True,True,True
HINDALCO,INE038A01020,Hindalco Industries Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,34.64,0.17,True,Owner,True,True,True,True,True
ULTRACEMCO,INE481G01011,UltraTech Cement Limited,True,True,Birla|Bajaj,owner_confirmed_individual_and_director,OWNER,OWNER,59.29,0.21,True,Owner,True,True,True,True,True
AXISCADES,INE555B01013,AXISCADES Technologies Limited,True,True,Chandrasekhar (Jupiter),owner_confirmed_director_only,OWNER,OWNER,58.05,0.0,False,,False,False,False,False,True
CYIENTDLM,INE055S01018,Cyient DLM Limited,True,True,Cyient (Mohan Reddy),owner_confirmed_director_only,OWNER,OWNER,52.12,0.0,True,Owner,False,False,False,False,False
WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,True,True,Doshi (Waaree),owner_confirmed_director_only,OWNER,OWNER,74.32,1.06,False,,False,False,False,False,True
JPPOWER,INE351F01018,Jaiprakash Power Ventures Limited,True,True,Gaur (Jaypee),owner_probable_relatives_trust,OWNER,OWNER,24.0,0.0,True,Owner,False,False,False,True,True
CESC,INE486A01021,CESC Limited,True,True,Goenka (RPSG),owner_confirmed_individual_and_director,OWNER,OWNER,52.11,0.21,True,Owner,False,False,False,True,True
FSL,INE684F01012,Firstsource Solutions Limited,True,True,Goenka (RPSG),owner_confirmed_director_only,OWNER,OWNER,53.66,0.02,True,Owner,False,False,False,True,True
PCBL,INE602A01031,PCBL Chemical Limited,True,True,Goenka (RPSG),ambiguous_holding_indian,OWNER,OWNER,53.38,0.0,True,Owner,False,False,False,True,True
SAREGAMA,INE979A01025,Saregama India Limited,True,True,Goenka (RPSG),owner_confirmed_director_only,OWNER,OWNER,60.39,0.88,True,Owner,False,False,False,True,True
GLAND,INE068V01023,Gland Pharma Limited,True,True,Guo (Fosun),ambiguous_holding_foreign,OWNER,OWNER,51.83,0.0,True,Owner,False,False,False,True,True
ROUTE,INE450U01017,ROUTE MOBILE LIMITED,True,True,Gupta (Route Mobile),ambiguous_holding_foreign,OWNER,OWNER,74.85,0.0,True,Owner,False,False,False,False,True
ASHOKLEY,INE208A01029,Ashok Leyland Limited,True,True,Hinduja,excluded_no_natural_no_holding,OWNER,OWNER,51.51,0.01,True,Owner,False,False,True,True,True
INDUSINDBK,INE095A01012,IndusInd Bank Limited,True,True,Hinduja,owner_confirmed_director_only,OWNER,OWNER,15.82,0.01,True,Owner,False,False,True,True,True
REFEX,INE056I01025,Refex Industries Limited,True,True,Jain (Refex),owner_confirmed_director_only,OWNER,OWNER,55.8,0.34,False,,False,False,False,False,True
DEVYANI,INE872J01023,Devyani International Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,61.37,4.71,True,Owner,False,False,False,True,True
GALLANTT,INE297H01019,Gallantt Ispat Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,69.83,68.95,False,,False,False,False,True,True
JINDALSAW,INE324A01032,Jindal Saw Limited,True,True,Jindal,owner_confirmed_individual,OWNER,OWNER,63.25,1.18,True,Owner,False,False,False,True,True
JINDALSTEL,INE749A01030,JINDAL STEEL LIMITED,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,62.69,2.12,True,Owner,False,True,True,True,True
JSL,INE220G01021,Jindal Stainless Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,62.05,3.7,True,Owner,False,False,False,True,True
JSWCEMENT,INE718I01012,JSW Cement Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,72.33,0.76,False,,False,False,False,True,True
JSWENERGY,INE121E01018,JSW Energy Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,69.27,4.12,True,Owner,False,False,True,True,True
JSWINFRA,INE880J01026,JSW Infrastructure Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,83.62,0.21,False,,False,False,False,True,True
JSWSTEEL,INE019A01038,JSW Steel Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,45.32,0.61,True,Owner,True,True,True,True,True
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,70.28,5.42,True,Owner,False,False,False,False,True
SHAREINDIA,INE932X01026,Share India Securities Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,48.62,45.14,False,,False,False,False,False,True
SIGNATURE,INE903U01023,Signatureglobal (India) Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,69.63,52.69,False,,False,False,False,True,True
VBL,INE200M01039,Varun Beverages Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,59.44,34.36,True,Owner,False,True,True,True,True
VIKRAMSOLR,INE078V01014,Vikram Solar Limited,True,True,Jindal,owner_confirmed_individual_and_director,OWNER,OWNER,63.01,5.07,False,,False,False,False,False,True
ALIVUS,INE03Q201024,Alivus Life Sciences Limited,True,True,Karnavati / Searles,owner_confirmed_director_only,OWNER,OWNER,74.91,0.09,True,Owner,False,False,False,False,True
NUVOCO,INE118D01016,Nuvoco Vistas Corporation Limited,True,True,Karnavati / Searles,owner_confirmed_individual,OWNER,OWNER,72.02,11.86,True,Owner,False,False,False,True,True
SPANDANA,INE572J01011,Spandana Sphoorty Financial Limited,True,True,Kedaara Capital (PE-backed),ambiguous_holding_foreign,OWNER,OWNER,48.16,0.0,True,Owner,False,False,False,False,False
VMM,INE01EA01019,Vishal Mega Mart Limited,True,True,Kedaara Capital (PE-backed),owner_confirmed_director_only,OWNER,OWNER,40.09,0.24,True,Owner,False,False,True,True,True
AWL,INE699H01024,AWL Agri Business Limited,True,True,Kuok (Wilmar),excluded_no_natural_no_holding,OWNER,OWNER,56.94,0.0,True,Owner,False,False,False,True,True
FIEMIND,INE737H01014,Fiem Industries Limited,True,True,Lodha,owner_confirmed_individual_and_director,OWNER,OWNER,54.52,53.87,False,,False,False,False,False,True
LODHA,INE670K01029,Lodha Developers Limited,True,True,Lodha,owner_confirmed_director_only,OWNER,OWNER,71.85,0.03,True,Owner,False,True,True,True,True
ASAHIINDIA,INE439A01020,Asahi India Glass Limited,True,True,Mahindra,owner_confirmed_individual,OWNER,OWNER,51.57,16.6,True,Owner,False,False,False,True,True
M&M,INE101A01026,Mahindra & Mahindra Limited,True,True,Mahindra,owner_confirmed_individual_and_director,OWNER,OWNER,18.44,0.63,True,Owner,True,True,True,True,True
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited,True,True,Mahindra,owner_confirmed_director_only,OWNER,OWNER,52.49,0.0,True,Owner,False,False,True,True,True
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited,True,True,Mahindra,owner_confirmed_director_only,OWNER,OWNER,52.41,0.02,True,Owner,False,False,False,False,False
SMLMAH,INE294B01019,SML Mahindra Limited,True,True,Mahindra,ambiguous_holding_indian,OWNER,OWNER,58.97,0.0,False,,False,False,False,False,True
TECHM,INE669C01036,Tech Mahindra Limited,True,True,Mahindra,owner_confirmed_director_only,OWNER,OWNER,34.98,0.07,True,Owner,True,True,True,True,True
AEGISLOG,INE208C01025,Aegis Logistics Limited,True,True,Malhotra (Aegis),excluded_no_natural_no_holding,OWNER,OWNER,58.1,5.05,True,Owner,False,False,False,True,True
AEGISVOPAK,INE0INX01018,Aegis Vopak Terminals Limited,True,True,Malhotra (Aegis),owner_confirmed_director_only,OWNER,OWNER,86.93,0.08,False,,False,False,False,True,True
BHARTIARTL,INE397D01024,Bharti Airtel Limited,True,True,Mittal,owner_confirmed_director_only,OWNER,OWNER,50.07,0.02,True,Owner,True,True,True,True,True
BHARTIHEXA,INE343G01021,Bharti Hexacom Limited,True,True,Mittal,ambiguous_holding_indian,OWNER,OWNER,70.0,0.0,False,,False,False,False,True,True
INDUSTOWER,INE121J01017,Indus Towers Limited,True,True,Mittal,owner_confirmed_director_only,OWNER,OWNER,51.03,0.0,True,Owner,False,False,True,True,True
ESCORTS,INE042A01014,Escorts Kubota Limited,True,True,Nanda,ambiguous_mnc_jv_candidate,OWNER,OWNER,68.04,1.29,True,Owner,False,False,False,True,True
PATANJALI,INE619A01035,Patanjali Foods Limited,True,True,Patanjali,owner_confirmed_director_only,OWNER,OWNER,68.26,0.0,True,Owner,False,False,True,True,True
POONAWALLA,INE511C01022,Poonawalla Fincorp Limited,True,True,Poonawalla,owner_confirmed_director_only,OWNER,OWNER,59.02,0.06,True,Owner,False,False,False,True,True
HAVELLS,INE176B01034,Havells India Limited,True,True,Rai Gupta (Havells),owner_confirmed_director_only,OWNER,OWNER,59.38,0.25,True,Owner,False,False,True,True,True
PARKHOSPS,INE119201023,Park Medi World Limited,True,True,Rai Gupta (Havells),owner_confirmed_individual_and_director,OWNER,OWNER,82.89,82.89,False,,False,False,False,False,True
PGEL,INE457L01029,PG Electroplast Limited,True,True,Rai Gupta (Havells),owner_confirmed_individual_and_director,OWNER,OWNER,43.41,43.58,True,Owner,False,False,False,True,True
TRIDENT,INE064C01022,Trident Limited,True,True,Rajinder Gupta (Trident),owner_confirmed_director_only,OWNER,OWNER,73.68,0.0,True,Owner,False,False,False,True,True
STYRENIX,INE189B01011,Styrenix Performance Materials Limited,True,True,Shiva Performance Materials (Vadodara independent),owner_confirmed_director_only,OWNER,OWNER,46.24,0.0,False,,False,False,False,False,True
SHRIRAMFIN,INE721A01047,Shriram Finance Limited,True,True,Shriram,owner_confirmed_director_only,OWNER,OWNER,20.3,0.01,True,Owner,True,True,True,True,True
GREAVESCOT,INE224A01026,Greaves Cotton Limited,True,True,Thapar,owner_confirmed_director_only,OWNER,OWNER,55.8,0.0,True,Owner,False,False,False,False,True
HINDZINC,INE267A01025,Hindustan Zinc Limited,True,True,Vedanta,excluded_state_dominant,OWNER,OWNER,61.84,0.0,True,Owner,False,True,True,True,True
STLTECH,INE089C01029,Sterlite Technologies Limited,True,True,Vedanta,owner_confirmed_individual_and_director,OWNER,OWNER,44.44,0.58,True,Owner,False,False,False,False,True
VEDL,INE205A01025,Vedanta Limited,True,True,Vedanta,ambiguous_mnc_jv_candidate,OWNER,OWNER,56.38,0.0,True,Owner,False,True,True,True,True
BBTC,INE050A01025,The Bombay Burmah Trading Corporation Limited,True,True,Wadia,owner_confirmed_individual,OWNER,OWNER,74.05,10.05,True,Owner,False,False,False,True,True
BOMDYEING,INE032A01023,Bombay Dyeing & Mfg Company Limited,True,True,Wadia,owner_confirmed_individual,OWNER,OWNER,53.57,2.28,True,Owner,False,False,False,False,False
BRITANNIA,INE216A01030,Britannia Industries Limited,True,True,Wadia,ambiguous_mnc_jv_candidate,OWNER,OWNER,50.55,0.01,True,Owner,False,True,True,True,True
360ONE,INE466L01038,360 ONE WAM LIMITED,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,6.24,7.52,True,Owner,False,False,True,True,True
3MINDIA,INE470A01017,3M India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,False,False,True,True
AADHARHFC,INE883F01010,Aadhar Housing Finance Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,PROFESSIONAL,64.9,0.41,False,,False,False,False,True,True
AAVAS,INE216P01012,Aavas Financiers Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,48.95,0.93,True,Professional,False,False,False,True,True
ABB,INE117A01022,ABB India Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,True,True,True,True
ABBOTINDIA,INE358A01014,Abbott India Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,74.99,0.0,True,MNC,False,False,False,True,True
AKZOINDIA,INE133A01011,Akzo Nobel India Limited,False,False,,nse_data_unavailable,OWNER_WEAK,UNKNOWN,0.0,0.0,False,,False,False,False,False,False
ASTRAMICRO,INE386C01029,Astra Microwave Products Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,6.54,10.27,True,Owner,False,False,False,False,True
AXISBANK,INE238A01034,Axis Bank Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,8.14,0.0,True,Professional,True,True,True,True,True
BALMLAWRIE,INE164A01016,Balmer Lawrie & Company Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.0,0.0,True,State,False,False,False,False,False
BANKBARODA,INE028A01039,Bank of Baroda,False,True,,excluded_state_dominant,NOT_OWNER,STATE,63.97,0.0,True,State,False,True,True,True,True
BANKINDIA,INE084A01016,Bank of India,False,True,,excluded_state_dominant,NOT_OWNER,STATE,73.38,0.0,True,State,False,False,True,True,True
BATAINDIA,INE176A01028,Bata India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,50.16,0.0,True,MNC,False,False,False,True,True
BAYERCROP,INE462A01022,Bayer Cropscience Limited,False,True,,ambiguous_holding_indian,NOT_OWNER,UNKNOWN,68.7,0.0,True,MNC,False,False,False,True,True
BBOX,INE676A01027,Black Box Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,70.49,1.6,False,,False,False,False,False,True
BDL,INE171Z01026,Bharat Dynamics Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,74.93,0.0,True,State,False,False,True,True,True
BEL,INE263A01024,Bharat Electronics Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,51.14,0.0,True,State,True,True,True,True,True
BEML,INE258A01024,BEML Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,54.03,0.0,True,State,False,False,False,True,True
BHEL,INE257A01026,Bharat Heavy Electricals Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,58.17,0.0,True,State,False,False,True,True,True
BLUEDART,INE233B01017,Blue Dart Express Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,False,False,True,True
BOSCHLTD,INE323A01026,Bosch Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,70.54,0.0,True,MNC,False,True,True,True,True
BPCL,INE029A01011,Bharat Petroleum Corporation Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,52.98,0.0,True,State,False,True,True,True,True
BSE,INE118H01025,BSE LTD,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,True,True,True
CAMS,INE596I01020,Computer Age Management Services Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.22,0.22,True,Professional,False,False,False,True,True
CANBK,INE476A01022,Canara Bank,False,True,,excluded_state_dominant,NOT_OWNER,STATE,62.93,0.0,True,State,False,True,True,True,True
CANFINHOME,INE477A01020,Can Fin Homes Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,STATE,29.99,0.0,True,State,False,False,False,True,True
CANHLIFE,INE01TY01017,Canara HSBC Life Insurance Company Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,STATE,62.0,0.0,False,,False,False,False,True,True
CARTRADE,INE290S01011,Cartrade Tech Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,2.89,2.89,True,Professional,False,False,False,True,True
CASTROLIND,INE172A01027,Castrol India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,False,False,True,True
CDSL,INE736A01011,Central Depository Services (India) Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,15.0,0.0,True,Professional,False,False,False,True,True
CEMPRO,INE686A01026,Cemindia Projects Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,67.46,0.0,True,MNC,False,False,False,True,True
CENTRALBK,INE483A01010,Central Bank of India,False,True,,excluded_state_dominant,NOT_OWNER,STATE,89.27,0.0,True,State,False,False,False,True,True
CHENNPETRO,INE178A01016,Chennai Petroleum Corporation Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,67.29,0.0,True,State,False,False,False,True,True
CIEINDIA,INE536H01010,CIE Automotive India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,65.7,0.81,True,MNC,False,False,False,True,True
CIGNITITEC,INE675C01017,Cigniti Technologies Limited,False,True,,ambiguous_holding_indian,OWNER_WEAK,UNKNOWN,54.0,0.0,False,,False,False,False,False,False
CMSINFO,INE925R01014,CMS Info Systems Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,6.5,6.5,True,Professional,False,False,False,False,True
COALINDIA,INE522F01014,Coal India Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,63.13,0.0,True,State,True,True,True,True,True
COCHINSHIP,INE704P01025,Cochin Shipyard Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,67.91,0.0,True,State,False,False,True,True,True
COFORGE,INE591G01025,Coforge Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.22,0.22,True,MNC,False,False,True,True,True
COHANCE,INE03QK01018,Cohance Lifesciences Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,57.49,0.0,True,Professional,False,False,False,True,True
COLPAL,INE259A01022,Colgate Palmolive (India) Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,False,True,True,True
CONCOR,INE111A01025,Container Corporation of India Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,54.8,0.0,True,State,False,False,True,True,True
CRAMC,INE218I01013,Canara Robeco Asset Management Company Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,STATE,75.0,0.0,False,,False,False,False,False,True
CREDITACC,INE741K01010,CREDITACCESS GRAMEEN LIMITED,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,66.28,0.03,True,Professional,False,False,False,True,True
CRISIL,INE007A01025,Crisil Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,66.64,0.06,False,,False,False,False,True,True
CROMPTON,INE299U01018,Crompton Greaves Consumer Electricals Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.18,0.18,True,Professional,False,False,False,True,True
CSBBANK,INE679A01013,CSB Bank Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,40.0,0.0,True,Professional,False,False,False,False,True
CUB,INE491A01021,City Union Bank Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,2.61,2.61,True,Professional,False,False,False,True,True
CUMMINSIND,INE298A01020,Cummins India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,True,True,True,True
DCBBANK,INE503A01015,DCB Bank Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,16.24,0.17,True,Professional,False,False,False,False,True
DELHIVERY,INE148O01028,Delhivery Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,4.56,4.56,True,Professional,False,False,False,True,True
DISHTV,INE836F01026,Dish TV India Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,4.06,0.07,True,Owner,False,False,False,False,False
ENGINERSIN,INE510A01028,Engineers India Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,51.32,0.0,True,State,False,False,False,True,True
ENRIN,INE1NPP01017,Siemens Energy India Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,True,True,True,True
EPL,INE255A01020,EPL Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,MNC,26.38,0.23,True,MNC,False,False,False,False,True
EQUITASBNK,INE063P01018,Equitas Small Finance Bank Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.34,0.34,True,Professional,False,False,False,False,True
ETERNAL,INE758T01015,ETERNAL LIMITED,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,4.53,4.53,True,Professional,True,True,True,True,True
EUREKAFORB,INE0KCE01017,Eureka Forbes Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,62.56,0.0,False,,False,False,False,False,True
FACT,INE188A01015,Fertilizers and Chemicals Travancore Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,90.0,0.0,True,State,False,False,False,True,True
FEDERALBNK,INE171A01029,The Federal Bank  Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.09,0.09,True,Professional,False,False,True,True,True
FEDFINA,INE007N01010,Fedbank Financial Services Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,60.81,0.28,False,,False,False,False,False,True
FINOPB,INE02NC01014,Fino Payments Bank Limited,False,True,,owner_confirmed_individual_and_director,NOT_OWNER,STATE,75.0,0.02,True,Professional,False,False,False,False,False
FIRSTCRY,INE02RE01045,Brainbees Solutions Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,5.31,5.31,False,,False,False,False,True,True
FORTIS,INE061F01013,Fortis Healthcare Limited,False,True,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,31.17,0.0,True,MNC,False,False,True,True,True
GAIL,INE129A01019,GAIL (India) Limited,False,True,,excluded_state_dominant,NOT_OWNER,STATE,51.88,0.0,True,State,False,True,True,True,True
GICRE,INE481Y01014,General Insurance Corporation of India,False,True,,excluded_state_dominant,NOT_OWNER,STATE,82.4,0.0,True,State,False,False,False,True,True
GILLETTE,INE322A01010,Gillette India Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,MNC,75.0,0.0,True,MNC,False,False,False,True,True
